No,Tahun,Provinsi,Kode_Kabupaten_Kota,Kabupaten_Kota,PoU,Jumlah_Penduduk,Penduduk_Undernourish,id,latitude,longitude
773,2019,JAWA TIMUR,3573,MALANG,4.09,870682,35611,3573,-7.975,112.63333
774,2019,JAWA TIMUR,3574,PROBOLINGGO,3.65,237208,8658,3574,-7.78333,113.21667
775,2019,JAWA TIMUR,3575,PASURUAN,4.88,200422,9781,3575,-7.65,112.9
776,2019,JAWA TIMUR,3576,MOJOKERTO,4.23,129014,5457,3576,-7.46667,112.43333
777,2019,JAWA TIMUR,3577,MADIUN,4.79,177007,8479,3577,-7.63333,111.53333
778,2019,JAWA TIMUR,3578,KOTA SURABAYA,3.09,2896195,89492,3578,-7.26667,112.71667
779,2019,JAWA TIMUR,3579,KOTA BATU,4.99,207490,10354,3579,-7.83272,112.53751
780,2019,BANTEN,3601,PANDEGLANG,4.88,1211909,59141,3601,-6.63333,105.75
781,2019,BANTEN,3602,LEBAK,4.02,1302608,52365,3602,-6.65,106.21667
782,2019,BANTEN,3603,TANGERANG,1.75,3800787,66514,3603,-6.2,106.46667
783,2019,BANTEN,3604,SERANG,2.37,1508397,35749,3604,-6.15,106.0
784,2019,BANTEN,3671,TANGERANG,1.12,2229901,24975,3671,-6.17944,106.62991
785,2019,BANTEN,3672,KOTA CILEGON,1.31,437205,5727,3672,-6.01667,106.01667
786,2019,BANTEN,3673,SERANG,1.28,688603,8814,3673,-6.12563,106.14999
787,2019,BANTEN,3674,KOTA TANGERANG SELATAN,1.12,1747906,19577,3674,-6.29373,106.71244
788,2019,BALI,5101,JEMBRANA,4.42,278134,12294,5101,-8.3,114.66667
789,2019,BALI,5102,TABANAN,2.97,445709,13238,5102,-8.43333,115.06667
790,2019,BALI,5103,BADUNG,1.3,670227,8713,5103,-8.51667,115.2
791,2019,BALI,5104,GIANYAR,1.21,512175,6197,5104,-8.46667,115.28333
792,2019,BALI,5105,KLUNGKUNG,4.24,179075,7593,5105,-8.55,115.4
793,2019,BALI,5106,BANGLI,3.17,227296,7205,5106,-8.28333,115.35
794,2019,BALI,5107,KARANGASEM,5.36,416623,22331,5107,-8.3891,115.5393
795,2019,BALI,5108,BULELENG,4.21,660568,27810,5108,-8.25,114.96667
796,2019,BALI,5171,KOTA DENPASAR,2.01,947116,19037,5171,-8.66667,115.21663
797,2019,NUSA TENGGARA BARAT,5201,LOMBOK BARAT,2.04,694985,14178,5201,-8.69583,116.11667
798,2019,NUSA TENGGARA BARAT,5202,LOMBOK TENGAH,3.68,947488,34868,5202,-8.7,116.3
799,2019,NUSA TENGGARA BARAT,5203,LOMBOK TIMUR,3.18,1200612,38179,5203,-8.53333,116.53333
800,2019,NUSA TENGGARA BARAT,5204,SUMBAWA,2.01,457671,9199,5204,-8.7439,117.3324
801,2019,NUSA TENGGARA BARAT,5205,DOMPU,2.94,252288,7417,5205,-8.5094,118.4816
802,2019,NUSA TENGGARA BARAT,5206,BIMA,3.72,488577,18175,5206,-8.6,118.61667
803,2019,NUSA TENGGARA BARAT,5207,SUMBAWA BARAT,1.13,148606,1679,5207,-8.75159,116.92132
804,2019,NUSA TENGGARA BARAT,5208,LOMBOK UTARA,4.09,220412,9015,5208,-8.35214,116.40152
805,2019,NUSA TENGGARA BARAT,5271,KOTA MATARAM,0.74,486715,3602,5271,-8.5833,116.1167
806,2019,NUSA TENGGARA BARAT,5272,BIMA,0.94,173031,1626,5272,-8.46728,118.75259
807,2019,NUSA TENGGARA TIMUR,5301,SUMBA BARAT,13.75,129710,17835,5301,-9.56667,119.45
808,2019,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,11.32,258486,29261,5302,-9.88333,120.25
809,2019,NUSA TENGGARA TIMUR,5303,KUPANG,17.71,403582,71474,5303,-9.91667,123.83333
810,2019,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,13.94,467990,65238,5304,-9.83333,124.4
811,2019,NUSA TENGGARA TIMUR,5305,TIMOR TENGAH UTARA,14.42,254171,36651,5305,-9.33136,124.51904
812,2019,NUSA TENGGARA TIMUR,5306,BELU,14.69,220115,32335,5306,-9.41258,124.95066
813,2019,NUSA TENGGARA TIMUR,5307,ALOR,15.54,205599,31950,5307,-8.3,124.56667
814,2019,NUSA TENGGARA TIMUR,5308,LEMBATA,21.82,143074,31219,5308,-8.41396,123.55225
815,2019,NUSA TENGGARA TIMUR,5309,FLORES TIMUR,15.7,255916,40179,5309,-8.24224,122.96817
816,2019,NUSA TENGGARA TIMUR,5310,SIKKA,17.14,320401,54917,5310,-8.66667,122.36667
817,2019,NUSA TENGGARA TIMUR,5311,ENDE,15.28,273929,41856,5311,-8.84056,121.66389
818,2019,NUSA TENGGARA TIMUR,5312,NGADA,8.54,163217,13939,5312,-8.66667,121.0
819,2019,NUSA TENGGARA TIMUR,5313,MANGGARAI,9.79,338424,33132,5313,-8.56667,120.41667
820,2019,NUSA TENGGARA TIMUR,5314,ROTE NDAO,20.65,172104,35539,5314,-10.73617,123.12054
821,2019,NUSA TENGGARA TIMUR,5315,MANGGARAI BARAT,8.51,274689,23376,5315,-8.64484,119.88281
822,2019,NUSA TENGGARA TIMUR,5316,SUMBA TENGAH,10.76,72800,7833,5316,-9.62941,119.61914
823,2019,NUSA TENGGARA TIMUR,5317,SUMBA BARAT DAYA,11.75,344720,40505,5317,-9.56216,119.08905
824,2019,NUSA TENGGARA TIMUR,5318,NAGEKEO,15.33,145826,22355,5318,-8.8721,121.20963
825,2019,NUSA TENGGARA TIMUR,5319,MANGGARAI TIMUR,12.63,287207,36274,5319,-8.55533,120.59761
826,2019,NUSA TENGGARA TIMUR,5320,SABU RAIJUA,11.78,97379,11471,5320,-10.56286,121.78894
827,2019,NUSA TENGGARA TIMUR,5321,MALAKA,15.55,191892,29839,5321,-9.5632,124.89481
828,2019,NUSA TENGGARA TIMUR,5371,KUPANG,14.07,434972,61201,5371,-10.21667,123.6
829,2019,KALIMANTAN BARAT,6101,SAMBAS,21.21,535725,113627,6101,1.41667,109.33333
830,2019,KALIMANTAN BARAT,6102,BENGKAYANG,20.67,255261,52762,6102,1.06911,109.66393
831,2019,KALIMANTAN BARAT,6103,LANDAK,22.76,377305,85875,6103,0.42373,109.75917
832,2019,KALIMANTAN BARAT,6104,MEMPAWAH,21.54,264225,56914,6104,0.25,109.16667
833,2019,KALIMANTAN BARAT,6105,SANGGAU,25.16,470224,118308,6105,0.25472,110.45
834,2019,KALIMANTAN BARAT,6106,KETAPANG,16.98,512783,87071,6106,-1.58333,110.5
835,2019,KALIMANTAN BARAT,6107,SINTANG,21.72,418785,90960,6107,-0.08333,112.08333
836,2019,KALIMANTAN BARAT,6108,KAPUAS HULU,21.68,263207,57063,6108,0.81667,112.76667
837,2019,KALIMANTAN BARAT,6109,SEKADAU,24.41,201578,49205,6109,0.03485,110.95066
838,2019,KALIMANTAN BARAT,6110,MELAWI,26.88,208417,56022,6110,-0.33617,111.698
839,2019,KALIMANTAN BARAT,6111,KAYONG UTARA,17.12,112715,19297,6111,-1.43711,110.79781
840,2019,KALIMANTAN BARAT,6112,KUBU RAYA,18.43,579331,106771,6112,0.01637,109.33731
841,2019,KALIMANTAN BARAT,6171,KOTA PONTIANAK,8.41,646661,54384,6171,-0.08333,109.36667
842,2019,KALIMANTAN BARAT,6172,KOTA SINGKAWANG,9.13,222910,20352,6172,0.90734,109.00103
843,2019,KALIMANTAN TENGAH,6201,KOTAWARINGIN BARAT,6.82,312911,21341,6201,-2.4,111.73333
844,2019,KALIMANTAN TENGAH,6202,KOTAWARINGIN TIMUR,8.54,466366,39828,6202,-2.08333,112.75
845,2019,KALIMANTAN TENGAH,6203,KAPUAS,16.46,358820,59062,6203,-2.01667,114.38333
846,2019,KALIMANTAN TENGAH,6204,BARITO SELATAN,11.23,136796,15362,6204,-1.86667,114.73333
847,2019,KALIMANTAN TENGAH,6205,BARITO UTARA,10.67,130713,13947,6205,-0.98333,115.1
848,2019,KALIMANTAN TENGAH,6206,SUKAMARA,7.66,64342,4929,6206,-2.62675,111.23681
849,2019,KALIMANTAN TENGAH,6207,LAMANDAU,5.31,82680,4390,6207,-1.83828,111.2869
850,2019,KALIMANTAN TENGAH,6208,SERUYAN,8.35,205880,17191,6208,-2.33333,112.25
851,2019,KALIMANTAN TENGAH,6209,KATINGAN,7.3,169997,12410,6209,-2.06667,113.4
852,2019,KALIMANTAN TENGAH,6210,PULANG PISAU,11.67,127118,14835,6210,-3.11858,113.8623
853,2019,KALIMANTAN TENGAH,6211,GUNUNG MAS,5.47,119910,6559,6211,-0.95,113.5
854,2019,KALIMANTAN TENGAH,6212,BARITO TIMUR,13.35,126874,16938,6212,-1.93333,115.1
855,2019,KALIMANTAN TENGAH,6213,MURUNG RAYA,8.41,120785,10158,6213,-0.01667,114.26667
856,2019,KALIMANTAN TENGAH,6271,KOTA PALANGKARAYA,6.29,291667,18346,6271,-1.76979,113.73126
857,2019,KALIMANTAN SELATAN,6301,TANAH LAUT,2.75,343890,9457,6301,-3.88333,114.86667
858,2019,KALIMANTAN SELATAN,6302,KOTABARU,2.05,342217,7015,6302,-3.0,116.0
859,2019,KALIMANTAN SELATAN,6303,BANJAR,2.78,588066,16348,6303,-3.31667,115.08333
860,2019,KALIMANTAN SELATAN,6304,BARITO KUALA,3.68,313595,11540,6304,-3.08333,114.61667
861,2019,KALIMANTAN SELATAN,6305,TAPIN,2.52,191372,4823,6305,-2.91667,115.03333
862,2019,KALIMANTAN SELATAN,6306,HULU SUNGAI SELATAN,4.17,237702,9912,6306,-2.75,115.2
863,2019,KALIMANTAN SELATAN,6307,HULU SUNGAI TENGAH,4.34,272419,11823,6307,-2.61667,115.41667
864,2019,KALIMANTAN SELATAN,6308,HULU SUNGAI UTARA,3.83,237573,9099,6308,-2.45,115.13333
865,2019,KALIMANTAN SELATAN,6309,TABALONG,2.32,254322,5900,6309,-1.88333,115.5
866,2019,KALIMANTAN SELATAN,6310,TANAH BUMBU,1.5,360187,5403,6310,-3.45413,115.70372
867,2019,KALIMANTAN SELATAN,6311,BALANGAN,3.35,131428,4403,6311,-2.32314,115.62922
868,2019,KALIMANTAN SELATAN,6371,KOTA BANJARMASIN,1.22,708606,8645,6371,-3.32444,114.59102
869,2019,KALIMANTAN SELATAN,6372,KOTA BANJARBARU,1.07,262719,2811,6372,-3.41667,114.83333
870,2019,KALIMANTAN TIMUR,6401,PASER,10.1,285894,28875,6401,-1.43517,116.23535
871,2019,KALIMANTAN TIMUR,6402,KUTAI BARAT,9.24,148020,13677,6402,-0.59417,115.51575
872,2019,KALIMANTAN TIMUR,6403,KUTAI KARTANEGARA,9.34,786122,73424,6403,-0.44019,116.98139
873,2019,KALIMANTAN TIMUR,6404,KUTAI TIMUR,6.78,376111,25500,6404,1.03769,117.83112
874,2019,KALIMANTAN TIMUR,6405,BERAU,5.24,232287,12172,6405,2.0,117.3
875,2019,KALIMANTAN TIMUR,6409,PENAJAM PASER UTARA,10.08,160912,16220,6409,-1.25,116.83333
876,2019,KALIMANTAN TIMUR,6411,MAHAKAM ULU,5.48,26375,1445,6411,0.37822,115.38048
877,2019,KALIMANTAN TIMUR,6471,KOTA BALIKPAPAN,4.94,655178,32366,6471,-1.16667,116.88333
878,2019,KALIMANTAN TIMUR,6472,KOTA SAMARINDA,5.45,872768,47566,6472,-0.43333,117.18333
879,2019,KALIMANTAN TIMUR,6474,KOTA BONTANG,5.02,177722,8922,6474,0.12526,117.49603
880,2019,KALIMANTAN UTARA,6501,MALINAU,11.28,90382,10195,6501,2.45,115.68333
881,2019,KALIMANTAN UTARA,6502,BULUNGAN,10.1,142121,14354,6502,3.0,117.16667
882,2019,KALIMANTAN UTARA,6503,TANA TIDUNG,12.01,28926,3474,6503,3.55,117.25
883,2019,KALIMANTAN UTARA,6504,NUNUKAN,12.62,209922,26492,6504,4.13333,116.7
884,2019,KALIMANTAN UTARA,6571,KOTA TARAKAN,7.68,270894,20805,6571,3.36667,117.6
885,2019,SULAWESI UTARA,7101,BOLAANG MONGONDOW,3.5,247811,8673,7101,0.75,124.08333
886,2019,SULAWESI UTARA,7102,MINAHASA,4.14,341176,14125,7102,1.2537,124.83
887,2019,SULAWESI UTARA,7103,KEPULAUAN SANGIHE,6.41,131163,8408,7103,3.5,125.55
888,2019,SULAWESI UTARA,7104,KEPULAUAN TALAUD,5.74,92475,5308,7104,4.31178,126.78085
889,2019,SULAWESI UTARA,7105,MINAHASA SELATAN,6.13,210695,12916,7105,1.21291,124.59708
890,2019,SULAWESI UTARA,7106,MINAHASA UTARA,3.79,203624,7717,7106,1.4025,124.96
891,2019,SULAWESI UTARA,7107,BOLAANG MONGONDOW UTARA,5.85,80313,4698,7107,0.78527,123.41766
892,2019,SULAWESI UTARA,7108,KEPULAUAN SIAU TAGULANDANG BIARO,5.77,66403,3831,7108,2.11728,125.37512
893,2019,SULAWESI UTARA,7109,MINAHASA TENGGARA,6.32,106899,6756,7109,1.05633,124.7925
894,2019,SULAWESI UTARA,7110,BOLAANG MONGONDOW SELATAN,4.62,66071,3052,7110,0.40912,123.75961
895,2019,SULAWESI UTARA,7111,BOLAANG MONGONDOW TIMUR,4.61,72408,3338,7111,0.72073,124.50256
896,2019,SULAWESI UTARA,7171,KOTA MANADO,2.34,433635,10147,7171,1.51667,124.88333
897,2019,SULAWESI UTARA,7172,KOTA BITUNG,2.81,219004,6154,7172,1.48333,125.15
898,2019,SULAWESI UTARA,7173,KOTA TOMOHON,2.22,106917,2374,7173,1.31307,124.83404
899,2019,SULAWESI UTARA,7174,KOTA KOTAMOBAGU,1.74,128387,2234,7174,0.68915,124.32678
900,2019,SULAWESI TENGAH,7201,BANGGAI KEPULAUAN,13.17,118401,15593,7201,-1.6424,123.54881
901,2019,SULAWESI TENGAH,7202,BANGGAI,8.78,376808,33084,7202,-1.2835,122.8892
902,2019,SULAWESI TENGAH,7203,MOROWALI,4.63,121296,5616,7203,-1.89342,121.25473
903,2019,SULAWESI TENGAH,7204,POSO,6.52,256393,16717,7204,-1.65,120.5
904,2019,SULAWESI TENGAH,7205,DONGGALA,10.01,304110,30441,7205,-0.58333,119.85
905,2019,SULAWESI TENGAH,7206,TOLITOLI,9.5,235800,22401,7206,1.30862,120.88643
906,2019,SULAWESI TENGAH,7207,BUOL,8.36,162179,13558,7207,0.75,120.75
907,2019,SULAWESI TENGAH,7208,PARIGI MOUTONG,10.62,490915,52135,7208,0.3368,120.17841
908,2019,SULAWESI TENGAH,7209,TOJO UNA UNA,8.62,153991,13274,7209,-1.2036,121.48201
909,2019,SULAWESI TENGAH,7210,SIGI,9.7,239421,23224,7210,-1.385,119.96694
910,2019,SULAWESI TENGAH,7211,BANGGAI LAUT,9.3,75003,6975,7211,-1.61841,123.49388
911,2019,SULAWESI TENGAH,7212,MOROWALI UTARA,7.95,128323,10202,7212,-1.7207,121.24649
912,2019,SULAWESI TENGAH,7271,KOTA PALU,2.78,391383,10880,7271,-0.86972,119.9
913,2019,SULAWESI SELATAN,7301,KEPULAUAN SELAYAR,6.85,135624,9290,7301,-6.81667,120.8
914,2019,SULAWESI SELATAN,7302,BULUKUMBA,11.48,420603,48285,7302,-5.41667,120.23333
915,2019,SULAWESI SELATAN,7303,BANTAENG,8.98,187626,16849,7303,-5.48333,119.98333
916,2019,SULAWESI SELATAN,7304,JENEPONTO,12.46,363792,45328,7304,-5.63333,119.73333
917,2019,SULAWESI SELATAN,7305,TAKALAR,10.7,298688,31960,7305,-5.41667,119.51667
918,2019,SULAWESI SELATAN,7306,GOWA,7.81,772684,60347,7306,-5.31667,119.75
919,2019,SULAWESI SELATAN,7307,SINJAI,9.5,244125,23192,7307,-5.21667,120.15
920,2019,SULAWESI SELATAN,7308,MAROS,6.16,353121,21752,7308,-5.05,119.71667
921,2019,SULAWESI SELATAN,7309,PANGKAJENE KEPULAUAN,6.35,335514,21305,7309,-4.7827,119.5506
922,2019,SULAWESI SELATAN,7310,BARRU,10.38,174323,18095,7310,-4.43333,119.68333
923,2019,SULAWESI SELATAN,7311,BONE,11.77,758589,89286,7311,-4.7,120.13333
924,2019,SULAWESI SELATAN,7312,SOPPENG,12.51,226991,28397,7312,-4.3842,119.89
925,2019,SULAWESI SELATAN,7313,WAJO,8.64,397814,34371,7313,-4.0,120.16667
926,2019,SULAWESI SELATAN,7314,SIDENRENG RAPPANG,5.53,301972,16699,7314,-3.85,119.96667
927,2019,SULAWESI SELATAN,7315,PINRANG,7.09,377119,26738,7315,-3.61667,119.6
928,2019,SULAWESI SELATAN,7316,ENREKANG,11.2,206387,23115,7316,-3.5,119.86667
929,2019,SULAWESI SELATAN,7317,LUWU,6.93,362027,25088,7317,-2.5577,121.3242
930,2019,SULAWESI SELATAN,7318,TANA TORAJA,8.04,234002,18814,7318,-3.0024,119.79655
931,2019,SULAWESI SELATAN,7322,LUWU UTARA,8.69,312883,27190,7322,-2.6,120.25
932,2019,SULAWESI SELATAN,7325,LUWU TIMUR,6.3,299673,18879,7325,-2.50957,120.3978
933,2019,SULAWESI SELATAN,7326,TORAJA UTARA,7.37,231214,17040,7326,-2.92738,119.79218
934,2019,SULAWESI SELATAN,7371,KOTA MAKASSAR,2.94,1526677,44884,7371,-5.15,119.45
935,2019,SULAWESI SELATAN,7372,KOTA PARE PARE,3.64,145178,5284,7372,-4.03333,119.65
936,2019,SULAWESI SELATAN,7373,KOTA PALOPO,3.21,184614,5926,7373,-2.97841,120.11078
937,2019,SULAWESI TENGGARA,7401,BUTON,11.47,101811,11678,7401,-5.31667,122.58333
938,2019,SULAWESI TENGGARA,7402,MUNA,11.26,222127,25012,7402,-4.96667,122.66667
939,2019,SULAWESI TENGGARA,7403,KONAWE,6.85,254695,17447,7403,-3.91717,122.08823
940,2019,SULAWESI TENGGARA,7404,KOLAKA,5.42,202106,10954,7404,-4.08333,121.66667
941,2019,SULAWESI TENGGARA,7405,KONAWE SELATAN,8.45,314785,26599,7405,-4.19191,122.44854
942,2019,SULAWESI TENGGARA,7406,BOMBANA,10.17,184570,18771,7406,-4.6257,121.81641
943,2019,SULAWESI TENGGARA,7407,WAKATOBI,11.96,95892,11469,7407,-5.31934,123.5948
944,2019,SULAWESI TENGGARA,7408,KOLAKA UTARA,7.23,150831,10905,7408,-3.10452,121.12427
945,2019,SULAWESI TENGGARA,7409,BUTON UTARA,8.67,64072,5555,7409,-5.01457,122.93015
946,2019,SULAWESI TENGGARA,7410,KONAWE UTARA,6.41,63814,4090,7410,-3.41552,121.99081
947,2019,SULAWESI TENGGARA,7411,KOLAKA TIMUR,8.68,192882,16742,7411,-4.01807,121.86172
948,2019,SULAWESI TENGGARA,7412,KONAWE KEPULAUAN,8.47,34219,2898,7412,-4.11656,123.10181
949,2019,SULAWESI TENGGARA,7413,MUNA BARAT,10.18,81428,8289,7413,-4.83333,122.48333
950,2019,SULAWESI TENGGARA,7414,BUTON TENGAH,14.63,92673,13558,7414,-5.31667,122.33333
951,2019,SULAWESI TENGGARA,7415,BUTON SELATAN,10.35,79805,8260,7415,-5.56667,122.7
952,2019,SULAWESI TENGGARA,7471,KOTA KENDARI,5.25,392830,20624,7471,-3.98333,122.5
953,2019,SULAWESI TENGGARA,7472,KOTA BAU BAU,10.76,171802,18486,7472,-5.477,122.6166
954,2019,GORONTALO,7501,BOALEMO,10.56,167024,17638,7501,0.62689,122.3568
955,2019,GORONTALO,7502,GORONTALO,8.16,378527,30888,7502,0.5728,122.2337
956,2019,GORONTALO,7503,PAHUWATO,7.83,161373,12636,7503,0.7098,121.59582
957,2019,GORONTALO,7504,BONE BOLANGO,5.88,161236,9481,7504,0.50296,123.27501
958,2019,GORONTALO,7505,GORONTALO UTARA,11.17,115072,12854,7505,0.77,122.31667
959,2019,GORONTALO,7571,GORONTALO,4.5,219399,9873,7571,0.53333,123.1
960,2019,SULAWESI BARAT,7601,MAJENE,5.37,173884,9338,7601,-3.15,118.86667
961,2019,SULAWESI BARAT,7602,POLEWALI MANDAR,6.54,442576,28944,7602,-3.3,119.16667
962,2019,SULAWESI BARAT,7603,MAMASA,13.25,161971,21461,7603,-2.96492,119.30631
963,2019,SULAWESI BARAT,7604,MAMUJU,6.96,293326,20415,7604,-2.5,119.41667
964,2019,SULAWESI BARAT,7605,MAMUJU UTARA,4.53,174471,7904,7605,-1.51639,119.42139
965,2019,SULAWESI BARAT,7606,MAMUJU TENGAH,5.33,134028,7144,7606,-2.8212,119.2662
966,2019,MALUKU,8101,MALUKU TENGGARA BARAT,36.58,113012,41340,8101,-7.61186,131.38
967,2019,MALUKU,8102,MALUKU TENGGARA,30.79,99591,30664,8102,-5.75,132.73334
968,2019,MALUKU,8103,MALUKU TENGAH,42.08,372529,156760,8103,-3.29167,128.9675
969,2019,MALUKU,8104,BURU,35.64,139658,49774,8104,-3.32767,126.68413
970,2019,MALUKU,8105,KEPULAUAN ARU,35.45,95005,33679,8105,-6.17059,134.46991
971,2019,MALUKU,8106,SERAM BAGIAN BARAT,42.7,170969,73004,8106,-3.1027,128.42996
972,2019,MALUKU,8107,SERAM BAGIAN TIMUR,41.52,113180,46992,8107,-3.39851,130.39166
973,2019,MALUKU,8108,MALUKU BARAT DAYA,37.44,72840,27271,8108,-7.8296,126.17386
974,2019,MALUKU,8109,BURU SELATAN,42.08,62271,26204,8109,-3.52187,126.59271
975,2019,MALUKU,8171,KOTA AMBON,21.32,461699,98434,8171,-3.7,128.18333
976,2019,MALUKU,8172,KOTA TUAL,25.26,73605,18593,8172,-5.64301,132.74934
977,2019,MALUKU UTARA,8201,HALMAHERA BARAT,40.82,118287,48285,8201,1.41709,127.55264
978,2019,MALUKU UTARA,8202,HALMAHERA TENGAH,31.1,55728,17331,8202,0.48056,128.25
979,2019,MALUKU UTARA,8203,KEPULAUAN SULA,46.33,102886,47667,8203,-1.8646,125.69046
980,2019,MALUKU UTARA,8204,HALMAHERA SELATAN,35.15,235090,82634,8204,-0.3955,127.90833
981,2019,MALUKU UTARA,8205,HALMAHERA UTARA,42.1,193851,81611,8205,1.73194,128.00778
982,2019,MALUKU UTARA,8206,HALMAHERA TIMUR,40.07,95005,38069,8206,1.33517,128.48627
983,2019,MALUKU UTARA,8207,PULAU MOROTAI,35.62,67284,23967,8207,2.19924,128.40546
984,2019,MALUKU UTARA,8208,PULAU TALIABU,45.3,53018,24017,8208,-1.84578,124.78992
985,2019,MALUKU UTARA,8271,KOTA TERNATE,20.68,233208,48227,8271,0.89618,127.31016
986,2019,MALUKU UTARA,8272,KOTA TIDORE KEPULAUAN,35.89,101414,36397,8272,0.60962,127.56981
987,2019,PAPUA BARAT,9101,FAK FAK,19.92,78686,15674,9101,-2.92641,132.29608
988,2019,PAPUA BARAT,9102,KAIMANA,22.99,60216,13844,9102,-3.66093,133.77451
989,2019,PAPUA BARAT,9103,TELUK WONDAMA,15.24,32521,4956,9103,-2.7,134.5
990,2019,PAPUA BARAT,9104,TELUK BINTUNI,14.14,64406,9107,9104,-1.88037,133.33105
991,2019,PAPUA BARAT,9105,MANOKWARI,16.85,175178,29517,9105,-0.9,133.75
992,2019,PAPUA BARAT,9106,SORONG SELATAN,20.22,46922,9488,9106,-1.50495,132.28638
993,2019,PAPUA BARAT,9107,SORONG,21.98,88927,19546,9107,-1.16667,131.5
994,2019,PAPUA BARAT,9108,RAJA AMPAT,16.41,48493,7958,9108,-0.5,130.0
995,2019,PAPUA BARAT,9109,TAMBRAUW,36.0,13879,4996,9109,-0.60515,132.48962
996,2019,PAPUA BARAT,9110,MAYBRAT,18.15,40899,7423,9110,-1.2155,132.35092
997,2019,PAPUA BARAT,9111,MANOKWARI SELATAN,21.17,24220,5127,9111,-1.0798,133.96729
998,2019,PAPUA BARAT,9112,PEGUNUNGAN ARFAK,57.34,30976,17762,9112,-0.93523,133.89587
999,2019,PAPUA BARAT,9171,SORONG,14.83,254294,37712,9171,-0.86507,131.25153
1000,2019,PAPUA,9401,MERAUKE,25.89,227411,58877,9401,-7.66667,139.66667
1001,2019,PAPUA,9402,JAYAWIJAYA,29.79,217887,64909,9402,-4.08333,139.08333
1002,2019,PAPUA,9403,JAYAPURA,34.19,131802,45063,9403,-3.0,139.95
1003,2019,PAPUA,9404,NABIRE,31.27,150308,47001,9404,-3.54016,135.55511
1004,2019,PAPUA,9408,KEPULAUAN YAPEN,36.79,101204,37233,9408,-1.78773,136.27716
1005,2019,PAPUA,9409,BIAK NUMFOR,38.68,152401,58949,9409,-1.03333,136.0
1006,2019,PAPUA,9410,PANIAI,48.33,177410,85742,9410,-3.9,136.60001
1007,2019,PAPUA,9411,PUNCAK JAYA,34.97,129300,45216,9411,-3.67241,137.43896
1008,2019,PAPUA,9412,MIMIKA,25.5,219689,56021,9412,-4.54357,136.56555
1009,2019,PAPUA,9413,BOVEN DIGOEL,28.14,69211,19476,9413,-5.70519,140.36349
1010,2019,PAPUA,9414,MAPPI,50.58,103292,52245,9414,-6.49971,139.34441
1011,2019,PAPUA,9415,ASMAT,46.17,97490,45011,9415,-5.3795,138.46344
1012,2019,PAPUA,9416,YAHUKIMO,52.74,190887,100674,9416,-4.60403,139.58405
1013,2019,PAPUA,9417,PEGUNUNGAN BINTANG,29.75,75788,22547,9417,-4.52167,140.29541
1014,2019,PAPUA,9418,TOLIKARA,51.78,139111,72032,9418,-3.42661,137.41699
1015,2019,PAPUA,9419,SARMI,48.13,40515,19500,9419,-2.41667,139.08333
1016,2019,PAPUA,9420,KEEROM,50.82,57100,29018,9420,-3.3,140.61667
1017,2019,PAPUA,9426,WAROPEN,36.06,31514,11364,9426,-2.286,137.01837
1018,2019,PAPUA,9427,SUPIORI,30.67,20710,6352,9427,-0.73881,135.61111
1019,2019,PAPUA,9428,MAMBERAMO RAYA,48.64,24086,11715,9428,-2.23561,137.78229
1020,2019,PAPUA,9429,NDUGA,26.79,98595,26414,9429,-4.45093,138.10089
1021,2019,PAPUA,9430,LANNY JAYA,30.9,178995,55309,9430,-3.91244,138.28766
1022,2019,PAPUA,9431,MAMBERAMO TENGAH,39.53,48201,19054,9431,-2.46064,138.45245
1023,2019,PAPUA,9432,YALIMO,33.6,62605,21035,9432,-3.86037,138.47305
1024,2019,PAPUA,9433,PUNCAK,38.02,113204,43040,9433,-4.14204,137.09702
1025,2019,PAPUA,9434,DOGIYAI,83.57,97902,81817,9434,-4.03186,135.43945
1026,2019,PAPUA,9435,INTAN JAYA,47.06,49293,23197,9435,-3.41016,136.70837
1027,2019,PAPUA,9436,DEIYAI,76.85,73199,56253,9436,-3.94737,135.95032
1028,2019,PAPUA,9471,JAYAPURA,20.7,300192,62140,9471,-2.64647,140.77779
1029,2020,ACEH,1101,SIMEULUE,11.44,92865,10624,1101,2.61667,96.08333
1030,2020,ACEH,1102,ACEH SINGKIL,7.19,126514,9096,1102,2.41667,97.91667
1031,2020,ACEH,1103,ACEH SELATAN,8.57,232414,19918,1103,3.16667,97.41667
1032,2020,ACEH,1104,ACEH TENGGARA,9.42,220860,20805,1104,3.36667,97.7
1033,2020,ACEH,1105,ACEH TIMUR,7.03,422401,29695,1105,4.63333,97.63333
1034,2020,ACEH,1106,ACEH TENGAH,6.47,215576,13948,1106,4.51,96.855
1035,2020,ACEH,1107,ACEH BARAT,6.4,198736,12719,1107,4.45,96.16667
1036,2020,ACEH,1108,ACEH BESAR,9.63,405535,39053,1108,5.38333,95.51667
1037,2020,ACEH,1109,PIDIE,7.8,435275,33951,1109,5.08,96.11
1038,2020,ACEH,1110,BIREUEN,10.04,436418,43816,1110,5.08333,96.58333
1039,2020,ACEH,1111,ACEH UTARA,11.25,602793,67814,1111,4.97,97.14
1040,2020,ACEH,1112,ACEH BARAT DAYA,8.63,150775,13012,1112,3.83333,96.88333
1041,2020,ACEH,1113,GAYO LUES,6.97,99532,6937,1113,3.95,97.39
