No,Tahun,Provinsi,Kode_Kabupaten_Kota,Kabupaten_Kota,PoU,Jumlah_Penduduk,Penduduk_Undernourish
3008,2023,SULAWESI TENGGARA,7471,KOTA KENDARI,6.44,364219,23456
3009,2023,SULAWESI TENGGARA,7472,KOTA BAU BAU,10.84,166150,18011
3010,2023,GORONTALO,7501,BOALEMO,13.99,151337,21172
3011,2023,GORONTALO,7502,GORONTALO,14.97,405322,60677
3012,2023,GORONTALO,7503,PAHUWATO,18.72,151850,28426
3013,2023,GORONTALO,7504,BONE BOLANGO,16.03,168556,27020
3014,2023,GORONTALO,7505,GORONTALO UTARA,18.90,130722,24706
3015,2023,GORONTALO,7571,GORONTALO,10.84,205395,22265
3016,2023,SULAWESI BARAT,7601,MAJENE,6.66,181360,12079
3017,2023,SULAWESI BARAT,7602,POLEWALI MANDAR,8.65,495371,42850
3018,2023,SULAWESI BARAT,7603,MAMASA,14.95,170354,25468
3019,2023,SULAWESI BARAT,7604,MAMUJU,7.35,292395,21491
3020,2023,SULAWESI BARAT,7605,MAMUJU UTARA,5.48,199142,10913
3021,2023,SULAWESI BARAT,7606,MAMUJU TENGAH,7.40,142455,10542
3022,2023,MALUKU,8101,MALUKU TENGGARA BARAT,34.05,128648,43805
3023,2023,MALUKU,8102,MALUKU TENGGARA,31.66,124968,39565
3024,2023,MALUKU,8103,MALUKU TENGAH,34.62,436090,150974
3025,2023,MALUKU,8104,BURU,28.23,140462,39652
3026,2023,MALUKU,8105,KEPULAUAN ARU,31.68,107367,34014
3027,2023,MALUKU,8106,SERAM BAGIAN BARAT,32.70,222449,72741
3028,2023,MALUKU,8107,SERAM BAGIAN TIMUR,31.79,144818,46038
3029,2023,MALUKU,8108,MALUKU BARAT DAYA,26.59,85807,22816
3030,2023,MALUKU,8109,BURU SELATAN,38.87,79455,30884
3031,2023,MALUKU,8171,KOTA AMBON,24.12,358826,86549
3032,2023,MALUKU,8172,KOTA TUAL,29.31,91572,26840
3033,2023,MALUKU UTARA,8201,HALMAHERA BARAT,37.41,136463,51051
3034,2023,MALUKU UTARA,8202,HALMAHERA TENGAH,15.30,60482,9254
3035,2023,MALUKU UTARA,8203,KEPULAUAN SULA,44.37,107951,47898
3036,2023,MALUKU UTARA,8204,HALMAHERA SELATAN,30.48,260758,79479
3037,2023,MALUKU UTARA,8205,HALMAHERA UTARA,31.22,205179,64057
3038,2023,MALUKU UTARA,8206,HALMAHERA TIMUR,32.27,96556,31159
3039,2023,MALUKU UTARA,8207,PULAU MOROTAI,30.64,78321,23998
3040,2023,MALUKU UTARA,8208,PULAU TALIABU,39.21,60505,23724
3041,2023,MALUKU UTARA,8271,KOTA TERNATE,17.86,212019,37867
3042,2023,MALUKU UTARA,8272,KOTA TIDORE KEPULAUAN,26.77,118914,31833
3043,2023,PAPUA BARAT,9101,FAK FAK,24.29,88884,21590
3044,2023,PAPUA BARAT,9102,KAIMANA,21.91,65490,14349
3045,2023,PAPUA BARAT,9103,TELUK WONDAMA,28.47,44534,12679
3046,2023,PAPUA BARAT,9104,TELUK BINTUNI,21.48,90101,19354
3047,2023,PAPUA BARAT,9105,MANOKWARI,22.60,201821,45612
3048,2023,PAPUA BARAT,9106,SORONG SELATAN,28.34,55292,15670
3049,2023,PAPUA BARAT,9107,SORONG,29.71,122033,36256
3050,2023,PAPUA BARAT,9108,RAJA AMPAT,33.62,68501,23030
3051,2023,PAPUA BARAT,9109,TAMBRAUW,34.92,30606,10688
3052,2023,PAPUA BARAT,9110,MAYBRAT,18.13,46287,8392
3053,2023,PAPUA BARAT,9111,MANOKWARI SELATAN,27.00,38055,10275
3054,2023,PAPUA BARAT,9112,PEGUNUNGAN ARFAK,48.23,40685,19622
3055,2023,PAPUA BARAT,9171,SORONG,17.21,294978,50766
3056,2023,PAPUA,9401,MERAUKE,23.02,237197,54603
3057,2023,PAPUA,9402,JAYAWIJAYA,30.07,278183,83650
3058,2023,PAPUA,9403,JAYAPURA,22.44,171668,38522
3059,2023,PAPUA,9404,NABIRE,28.08,173767,48794
3060,2023,PAPUA,9408,KEPULAUAN YAPEN,35.24,117031,41242
3061,2023,PAPUA,9409,BIAK NUMFOR,32.58,139391,45414
3062,2023,PAPUA,9410,PANIAI,58.96,232572,137124
3063,2023,PAPUA,9411,PUNCAK JAYA,39.43,232643,91731
3064,2023,PAPUA,9412,MIMIKA,28.76,323821,93131
3065,2023,PAPUA,9413,BOVEN DIGOEL,39.13,67760,26514
3066,2023,PAPUA,9414,MAPPI,48.88,113259,55361
3067,2023,PAPUA,9415,ASMAT,42.88,116200,49827
3068,2023,PAPUA,9416,YAHUKIMO,56.80,367110,208518
3069,2023,PAPUA,9417,PEGUNUNGAN BINTANG,25.43,81914,20831
3070,2023,PAPUA,9418,TOLIKARA,51.68,244251,126229
3071,2023,PAPUA,9419,SARMI,43.89,42682,18733
3072,2023,PAPUA,9420,KEEROM,47.90,63499,30416
3073,2023,PAPUA,9426,WAROPEN,35.93,35316,12689
3074,2023,PAPUA,9427,SUPIORI,27.98,24013,6719
3075,2023,PAPUA,9428,MAMBERAMO RAYA,48.03,38636,18557
3076,2023,PAPUA,9429,NDUGA,20.68,111718,23103
3077,2023,PAPUA,9430,LANNY JAYA,20.07,205583,41261
3078,2023,PAPUA,9431,MAMBERAMO TENGAH,26.10,52871,13799
3079,2023,PAPUA,9432,YALIMO,17.94,106742,19150
3080,2023,PAPUA,9433,PUNCAK,47.27,120696,57053
3081,2023,PAPUA,9434,DOGIYAI,67.17,122993,82614
3082,2023,PAPUA,9435,INTAN JAYA,41.29,141708,58511
3083,2023,PAPUA,9436,DEIYAI,66.76,104606,69835
3084,2023,PAPUA,9471,JAYAPURA,18.59,414862,77123
