No,Tahun,Provinsi,Kode_Kabupaten_Kota,Kabupaten_Kota,PoU,Jumlah_Penduduk,Penduduk_Undernourish
2658,2023,JAMBI,1501,KERINCI,15.09,255120,38498
2659,2023,JAMBI,1502,MERANGIN,15.14,368389,55774
2660,2023,JAMBI,1503,SAROLANGUN,12.77,302243,38596
2661,2023,JAMBI,1504,BATANGHARI,15.48,312729,48410
2662,2023,JAMBI,1505,MUARO JAMBI,11.14,418799,46654
2663,2023,JAMBI,1506,TANJUNG JABUNG TIMUR,12.32,236727,29165
2664,2023,JAMBI,1507,TANJUNG JABUNG BARAT,14.32,330474,47324
2665,2023,JAMBI,1508,TEBO,13.98,350761,49036
2666,2023,JAMBI,1509,BUNGO,9.54,376382,35907
2667,2023,JAMBI,1571,KOTA JAMBI,10.66,627774,66921
2668,2023,JAMBI,1572,KOTA SUNGAI PENUH,15.75,99771,15714
2669,2023,SUMATERA SELATAN,1601,OGAN KOMERING ULU,6.22,379130,23582
2670,2023,SUMATERA SELATAN,1602,OGAN KOMERING ILIR,6.30,797429,50238
2671,2023,SUMATERA SELATAN,1603,MUARA ENIM,6.13,633779,38851
2672,2023,SUMATERA SELATAN,1604,LAHAT,5.41,444949,24072
2673,2023,SUMATERA SELATAN,1605,MUSI RAWAS,8.12,407694,33105
2674,2023,SUMATERA SELATAN,1606,MUSI BANYUASIN,4.58,644386,29513
2675,2023,SUMATERA SELATAN,1607,BANYUASIN,4.48,874210,39165
2676,2023,SUMATERA SELATAN,1608,OGAN KOMERING ULUSELATAN,10.47,424190,44413
2677,2023,SUMATERA SELATAN,1609,OGAN KOMERING ULUTIMUR,8.40,668035,56115
2678,2023,SUMATERA SELATAN,1610,OGAN ILIR,8.55,431043,36854
2679,2023,SUMATERA SELATAN,1611,EMPAT LAWANG,12.35,342178,42259
2680,2023,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATANGILIR,8.28,202681,16782
2681,2023,SUMATERA SELATAN,1613,MUSI RAWAS UTARA,7.49,195962,14678
2682,2023,SUMATERA SELATAN,1671,KOTA PALEMBANG,4.59,1706371,78322
2683,2023,SUMATERA SELATAN,1672,KOTA PRABUMULIH,8.09,200673,16234
2684,2023,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,10.23,147836,15124
2685,2023,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,7.84,242976,19049
2686,2023,BENGKULU,1701,BENGKULU SELATAN,9.16,171463,15706
2687,2023,BENGKULU,1702,REJANG LEBONG,11.66,285710,33314
2688,2023,BENGKULU,1703,BENGKULU UTARA,7.49,306659,22969
2689,2023,BENGKULU,1704,KAUR,9.52,131063,12477
2690,2023,BENGKULU,1705,SELUMA,9.06,215063,19485
2691,2023,BENGKULU,1706,MUKO MUKO,4.86,198794,9661
2692,2023,BENGKULU,1707,LEBONG,9.94,110347,10968
2693,2023,BENGKULU,1708,KEPAHIANG,13.17,154651,20368
2694,2023,BENGKULU,1709,BENGKULU TENGAH,7.89,121139,9558
2695,2023,BENGKULU,1771,KOTA BENGKULU,9.81,391117,38369
2696,2023,LAMPUNG,1801,LAMPUNG BARAT,8.50,312433,26557
2697,2023,LAMPUNG,1802,TANGGAMUS,9.19,662542,60888
2698,2023,LAMPUNG,1803,LAMPUNG SELATAN,7.61,1104997,84090
2699,2023,LAMPUNG,1804,LAMPUNG TIMUR,10.59,1142580,120999
2700,2023,LAMPUNG,1805,LAMPUNG TENGAH,9.35,1508331,141029
2701,2023,LAMPUNG,1806,LAMPUNG UTARA,10.28,653852,67216
2702,2023,LAMPUNG,1807,WAY KANAN,7.11,491108,34918
2703,2023,LAMPUNG,1808,TULANGBAWANG,8.44,445167,37572
2704,2023,LAMPUNG,1809,PESAWARAN,8.43,494277,41668
2705,2023,LAMPUNG,1810,PRINGSEWU,10.82,419589,45400
2706,2023,LAMPUNG,1811,MESUJI,8.75,237935,20819
2707,2023,LAMPUNG,1812,TULANG BAWANG BARAT,8.07,295481,23845
2708,2023,LAMPUNG,1813,PESISIR BARAT,7.23,169750,12273
2709,2023,LAMPUNG,1871,KOTA BANDAR LAMPUNG,7.43,1202071,89314
2710,2023,LAMPUNG,1872,KOTA METRO,8.38,173873,14571
2711,2023,KEPULAUAN BANGKA BELITUNG,1901,BANGKA,13.40,337939,45284
2712,2023,KEPULAUAN BANGKA BELITUNG,1902,BELITUNG,13.14,189225,24864
2713,2023,KEPULAUAN BANGKA BELITUNG,1903,BANGKA BARAT,13.79,212854,29353
2714,2023,KEPULAUAN BANGKA BELITUNG,1904,BANGKA TENGAH,14.51,207435,30099
2715,2023,KEPULAUAN BANGKA BELITUNG,1905,BANGKA SELATAN,13.08,205829,26922
2716,2023,KEPULAUAN BANGKA BELITUNG,1906,BELITUNG TIMUR,12.24,131281,16069
2717,2023,KEPULAUAN BANGKA BELITUNG,1971,KOTA PANGKAL PINANG,12.74,227336,28963
2718,2023,KEPULAUAN RIAU,2101,KARIMUN,14.70,260599,38308
2719,2023,KEPULAUAN RIAU,2102,BINTAN,15.28,165893,25348
2720,2023,KEPULAUAN RIAU,2103,NATUNA,15.94,84556,13478
2721,2023,KEPULAUAN RIAU,2104,LINGGA,24.11,101026,24357
2722,2023,KEPULAUAN RIAU,2105,KEPULAUAN ANAMBAS,13.71,49094,6731
2723,2023,KEPULAUAN RIAU,2171,KOTA BATAM,7.53,1256614,94623
2724,2023,KEPULAUAN RIAU,2172,KOTA TANJUNG PINANG,10.07,234843,23649
2725,2023,DKI JAKARTA,3101,KEPULAUAN SERIBU,3.63,28523,1035
2726,2023,DKI JAKARTA,3171,KOTA JAKARTA SELATAN,2.28,2235606,50972
2727,2023,DKI JAKARTA,3172,KOTA JAKARTA TIMUR,3.08,3079618,94852
2728,2023,DKI JAKARTA,3173,KOTA JAKARTA PUSAT,2.91,1049314,30535
2729,2023,DKI JAKARTA,3174,KOTA JAKARTA BARAT,2.03,2470054,50142
2730,2023,DKI JAKARTA,3175,KOTA JAKARTA UTARA,2.62,1808985,47395
2731,2023,JAWA BARAT,3201,BOGOR,5.30,5627021,298232
2732,2023,JAWA BARAT,3202,SUKABUMI,5.98,2802404,167584
2733,2023,JAWA BARAT,3203,CIANJUR,7.02,2558142,179582
2734,2023,JAWA BARAT,3204,BANDUNG,5.19,3721111,193126
2735,2023,JAWA BARAT,3205,GARUT,5.76,2683665,154579
2736,2023,JAWA BARAT,3206,TASIKMALAYA,8.65,1907045,164959
2737,2023,JAWA BARAT,3207,CIAMIS,6.10,1251544,76344
2738,2023,JAWA BARAT,3208,KUNINGAN,6.43,1201764,77273
2739,2023,JAWA BARAT,3209,CIREBON,7.28,2360441,171840
2740,2023,JAWA BARAT,3210,MAJALENGKA,7.90,1340617,105909
2741,2023,JAWA BARAT,3211,SUMEDANG,5.55,1178235,65392
2742,2023,JAWA BARAT,3212,INDRAMAYU,5.40,1894325,102294
2743,2023,JAWA BARAT,3213,SUBANG,6.23,1649821,102784
2744,2023,JAWA BARAT,3214,PURWAKARTA,5.07,1037068,52579
2745,2023,JAWA BARAT,3215,KARAWANG,5.93,2526002,149792
2746,2023,JAWA BARAT,3216,BEKASI,4.36,3237420,141152
2747,2023,JAWA BARAT,3217,BANDUNG BARAT,7.48,1859636,139101
2748,2023,JAWA BARAT,3218,PANGANDARAN,6.04,431464,26060
2749,2023,JAWA BARAT,3271,BOGOR,4.86,1070719,52037
2750,2023,JAWA BARAT,3272,SUKABUMI,5.23,360644,18862
2751,2023,JAWA BARAT,3273,BANDUNG,3.64,2506603,91240
2752,2023,JAWA BARAT,3274,CIREBON,6.85,341980,23426
2753,2023,JAWA BARAT,3275,BEKASI,2.27,2627207,59638
2754,2023,JAWA BARAT,3276,KOTA DEPOK,1.99,2145400,42693
2755,2023,JAWA BARAT,3277,KOTA CIMAHI,2.98,590782,17605
2756,2023,JAWA BARAT,3278,TASIKMALAYA,5.14,741760,38126
2757,2023,JAWA BARAT,3279,BANJAR,5.55,207510,11517
2758,2023,JAWA TENGAH,3301,CILACAP,12.29,2007829,246762
2759,2023,JAWA TENGAH,3302,BANYUMAS,10.84,1828573,198217
2760,2023,JAWA TENGAH,3303,PURBALINGGA,10.08,1027333,103555
2761,2023,JAWA TENGAH,3304,BANJARNEGARA,12.14,1047226,127133
2762,2023,JAWA TENGAH,3305,KEBUMEN,12.00,1397555,167707
2763,2023,JAWA TENGAH,3306,PURWOREJO,14.71,788265,115954
2764,2023,JAWA TENGAH,3307,WONOSOBO,12.89,909664,117256
2765,2023,JAWA TENGAH,3308,MAGELANG,11.23,1330656,149433
2766,2023,JAWA TENGAH,3309,BOYOLALI,12.73,1090129,138773
2767,2023,JAWA TENGAH,3310,KLATEN,14.46,1284386,185722
2768,2023,JAWA TENGAH,3311,SUKOHARJO,10.31,932680,96159
2769,2023,JAWA TENGAH,3312,WONOGIRI,10.80,1051085,113517
2770,2023,JAWA TENGAH,3313,KARANGANYAR,10.63,955116,101529
2771,2023,JAWA TENGAH,3314,SRAGEN,10.80,997485,107728
2772,2023,JAWA TENGAH,3315,GROBOGAN,13.23,1492891,197509
2773,2023,JAWA TENGAH,3316,BLORA,11.27,901621,101613
2774,2023,JAWA TENGAH,3317,REMBANG,10.15,660166,67007
2775,2023,JAWA TENGAH,3318,PATI,7.78,1359364,105759
2776,2023,JAWA TENGAH,3319,KUDUS,8.36,874632,73119
2777,2023,JAWA TENGAH,3320,JEPARA,10.02,1221086,122353
2778,2023,JAWA TENGAH,3321,DEMAK,7.77,1240510,96388
2779,2023,JAWA TENGAH,3322,SEMARANG,8.28,1080648,89478
2780,2023,JAWA TENGAH,3323,TEMANGGUNG,10.26,808446,82947
2781,2023,JAWA TENGAH,3324,KENDAL,11.90,1052826,125286
2782,2023,JAWA TENGAH,3325,BATANG,9.38,828883,77749
2783,2023,JAWA TENGAH,3326,PEKALONGAN,6.73,1007384,67797
2784,2023,JAWA TENGAH,3327,PEMALANG,9.47,1523622,144287
2785,2023,JAWA TENGAH,3328,TEGAL,12.25,1654836,202717
2786,2023,JAWA TENGAH,3329,BREBES,9.37,2043077,191436
2787,2023,JAWA TENGAH,3371,MAGELANG,10.34,122150,12630
2788,2023,JAWA TENGAH,3372,KOTA SURAKARTA,7.92,526870,41728
2789,2023,JAWA TENGAH,3373,KOTA SALATIGA,5.83,198920,11597
2790,2023,JAWA TENGAH,3374,SEMARANG,6.81,1694743,115412
2791,2023,JAWA TENGAH,3375,PEKALONGAN,7.76,317524,24640
2792,2023,JAWA TENGAH,3376,TEGAL,7.16,282781,20247
2793,2023,DI YOGYAKARTA,3401,KULON PROGO,13.44,443053,59546
2794,2023,DI YOGYAKARTA,3402,BANTUL,9.75,1009434,98420
2795,2023,DI YOGYAKARTA,3403,GUNUNGKIDUL,14.67,751011,110173
2796,2023,DI YOGYAKARTA,3404,SLEMAN,6.64,1157292,76844
2797,2023,DI YOGYAKARTA,3471,KOTA YOGYAKARTA,8.74,375699,32836
2798,2023,JAWA TIMUR,3501,PACITAN,11.36,587973,66794
2799,2023,JAWA TIMUR,3502,PONOROGO,9.19,959486,88177
2800,2023,JAWA TIMUR,3503,TRENGGALEK,11.83,741177,87681
2801,2023,JAWA TIMUR,3504,TULUNGAGUNG,7.68,1107803,85079
2802,2023,JAWA TIMUR,3505,BLITAR,10.91,1253550,136762
2803,2023,JAWA TIMUR,3506,KEDIRI,8.37,1677168,140379
2804,2023,JAWA TIMUR,3507,MALANG,8.47,2715617,230013
2805,2023,JAWA TIMUR,3508,LUMAJANG,8.77,1139141,99903
2806,2023,JAWA TIMUR,3509,JEMBER,10.38,2586809,268511
2807,2023,JAWA TIMUR,3510,BANYUWANGI,9.07,1743910,158173
2808,2023,JAWA TIMUR,3511,BONDOWOSO,12.72,788156,100253
2809,2023,JAWA TIMUR,3512,SITUBONDO,13.33,697024,92913
2810,2023,JAWA TIMUR,3513,PROBOLINGGO,10.43,1176935,122754
2811,2023,JAWA TIMUR,3514,PASURUAN,9.05,1644456,148823
2812,2023,JAWA TIMUR,3515,SIDOARJO,4.03,2148646,86590
2813,2023,JAWA TIMUR,3516,MOJOKERTO,6.61,1145450,75714
2814,2023,JAWA TIMUR,3517,JOMBANG,8.98,1351271,121344
2815,2023,JAWA TIMUR,3518,NGANJUK,9.03,1124693,101560
2816,2023,JAWA TIMUR,3519,MADIUN,12.46,754497,94010
2817,2023,JAWA TIMUR,3520,MAGETAN,9.29,681658,63326
2818,2023,JAWA TIMUR,3521,NGAWI,12.28,880713,108152
2819,2023,JAWA TIMUR,3522,BOJONEGORO,8.09,1319625,106758
2820,2023,JAWA TIMUR,3523,TUBAN,6.83,1218594,83230
2821,2023,JAWA TIMUR,3524,LAMONGAN,5.06,1369527,69298
2822,2023,JAWA TIMUR,3525,GRESIK,3.67,1350380,49559
2823,2023,JAWA TIMUR,3526,BANGKALAN,9.19,1091777,100334
2824,2023,JAWA TIMUR,3527,SAMPANG,9.09,1004523,91311
2825,2023,JAWA TIMUR,3528,PAMEKASAN,9.43,875814,82589
2826,2023,JAWA TIMUR,3529,SUMENEP,3.95,1146586,45290
2827,2023,JAWA TIMUR,3571,KEDIRI,6.60,295225,19485
2828,2023,JAWA TIMUR,3572,BLITAR,6.11,153362,9370
2829,2023,JAWA TIMUR,3573,MALANG,5.04,865277,43610
2830,2023,JAWA TIMUR,3574,PROBOLINGGO,5.29,246980,13065
2831,2023,JAWA TIMUR,3575,PASURUAN,5.96,216404,12898
2832,2023,JAWA TIMUR,3576,MOJOKERTO,5.18,136107,7050
2833,2023,JAWA TIMUR,3577,MADIUN,5.84,199991,11679
2834,2023,JAWA TIMUR,3578,KOTA SURABAYA,4.06,2911433,118204
2835,2023,JAWA TIMUR,3579,KOTA BATU,5.09,220196,11208
2836,2023,BANTEN,3601,PANDEGLANG,4.69,1312766,61569
2837,2023,BANTEN,3602,LEBAK,4.82,1433698,69104
2838,2023,BANTEN,3603,TANGERANG,2.59,3362605,87091
2839,2023,BANTEN,3604,SERANG,3.23,1682133,54333
2840,2023,BANTEN,3671,TANGERANG,1.58,1950580,30819
2841,2023,BANTEN,3672,KOTA CILEGON,2.19,450507,9866
2842,2023,BANTEN,3673,SERANG,2.30,723794,16647
2843,2023,BANTEN,3674,KOTA TANGERANG SELATAN,1.92,1391649,26720
2844,2023,BALI,5101,JEMBRANA,7.60,323456,24583
2845,2023,BALI,5102,TABANAN,3.15,466131,14683
2846,2023,BALI,5103,BADUNG,1.23,563333,6929
2847,2023,BALI,5104,GIANYAR,1.66,524033,8699
2848,2023,BALI,5105,KLUNGKUNG,4.94,208708,10310
2849,2023,BALI,5106,BANGLI,3.71,261381,9697
2850,2023,BALI,5107,KARANGASEM,8.43,499951,42146
2851,2023,BALI,5108,BULELENG,7.64,808872,61798
2852,2023,BALI,5171,KOTA DENPASAR,1.70,748397,12723
2853,2023,NUSA TENGGARA BARAT,5201,LOMBOK BARAT,2.42,753641,18238
2854,2023,NUSA TENGGARA BARAT,5202,LOMBOK TENGAH,2.98,1089736,32474
2855,2023,NUSA TENGGARA BARAT,5203,LOMBOK TIMUR,1.52,1391382,21149
2856,2023,NUSA TENGGARA BARAT,5204,SUMBAWA,2.60,529487,13767
2857,2023,NUSA TENGGARA BARAT,5205,DOMPU,2.06,247188,5092
2858,2023,NUSA TENGGARA BARAT,5206,BIMA,3.21,535530,17191
2859,2023,NUSA TENGGARA BARAT,5207,SUMBAWA BARAT,0.76,152948,1162
2860,2023,NUSA TENGGARA BARAT,5208,LOMBOK UTARA,2.66,257866,6859
2861,2023,NUSA TENGGARA BARAT,5271,KOTA MATARAM,0.65,441147,2867
2862,2023,NUSA TENGGARA BARAT,5272,BIMA,1.19,161362,1920
2863,2023,NUSA TENGGARA TIMUR,5301,SUMBA BARAT,14.04,152414,21399
2864,2023,NUSA TENGGARA TIMUR,5302,SUMBA TIMUR,9.87,255498,25218
2865,2023,NUSA TENGGARA TIMUR,5303,KUPANG,17.14,376837,64590
2866,2023,NUSA TENGGARA TIMUR,5304,TIMOR TENGAH SELATAN,15.45,474521,73313
2867,2023,NUSA TENGGARA TIMUR,5305,TIMOR TENGAH UTARA,17.84,271277,48396
2868,2023,NUSA TENGGARA TIMUR,5306,BELU,16.05,231008,37077
2869,2023,NUSA TENGGARA TIMUR,5307,ALOR,16.12,221536,35712
2870,2023,NUSA TENGGARA TIMUR,5308,LEMBATA,15.85,141391,22410
2871,2023,NUSA TENGGARA TIMUR,5309,FLORES TIMUR,19.53,288310,56307
2872,2023,NUSA TENGGARA TIMUR,5310,SIKKA,17.61,335360,59057
2873,2023,NUSA TENGGARA TIMUR,5311,ENDE,13.10,278581,36494
2874,2023,NUSA TENGGARA TIMUR,5312,NGADA,10.93,171736,18771
2875,2023,NUSA TENGGARA TIMUR,5313,MANGGARAI,13.62,328758,44777
2876,2023,NUSA TENGGARA TIMUR,5314,ROTE NDAO,18.56,150521,27937
2877,2023,NUSA TENGGARA TIMUR,5315,MANGGARAI BARAT,10.39,270917,28148
2878,2023,NUSA TENGGARA TIMUR,5316,SUMBA TENGAH,11.55,90521,10455
2879,2023,NUSA TENGGARA TIMUR,5317,SUMBA BARAT DAYA,7.99,322073,25734
2880,2023,NUSA TENGGARA TIMUR,5318,NAGEKEO,13.85,166063,23000
2881,2023,NUSA TENGGARA TIMUR,5319,MANGGARAI TIMUR,12.90,290790,37512
2882,2023,NUSA TENGGARA TIMUR,5320,SABU RAIJUA,10.63,93330,9921
2883,2023,NUSA TENGGARA TIMUR,5321,MALAKA,15.13,190994,28897
2884,2023,NUSA TENGGARA TIMUR,5371,KUPANG,23.07,466632,107652
2885,2023,KALIMANTAN BARAT,6101,SAMBAS,16.85,648181,109218
2886,2023,KALIMANTAN BARAT,6102,BENGKAYANG,15.21,298979,45475
2887,2023,KALIMANTAN BARAT,6103,LANDAK,10.43,413588,43137
2888,2023,KALIMANTAN BARAT,6104,MEMPAWAH,18.88,312785,59054
2889,2023,KALIMANTAN BARAT,6105,SANGGAU,18.52,503937,93329
2890,2023,KALIMANTAN BARAT,6106,KETAPANG,14.58,592521,86390
2891,2023,KALIMANTAN BARAT,6107,SINTANG,13.56,438022,59396
2892,2023,KALIMANTAN BARAT,6108,KAPUAS HULU,12.75,262404,33457
2893,2023,KALIMANTAN BARAT,6109,SEKADAU,20.10,219724,44165
2894,2023,KALIMANTAN BARAT,6110,MELAWI,19.73,239502,47254
2895,2023,KALIMANTAN BARAT,6111,KAYONG UTARA,11.90,132855,15810
2896,2023,KALIMANTAN BARAT,6112,KUBU RAYA,19.55,639250,124973
2897,2023,KALIMANTAN BARAT,6171,KOTA PONTIANAK,9.71,675468,65588
2898,2023,KALIMANTAN BARAT,6172,KOTA SINGKAWANG,9.29,246112,22864
2899,2023,KALIMANTAN TENGAH,6201,KOTAWARINGIN BARAT,6.52,279740,18239
2900,2023,KALIMANTAN TENGAH,6202,KOTAWARINGIN TIMUR,8.44,443359,37419
2901,2023,KALIMANTAN TENGAH,6203,KAPUAS,16.09,425186,68412
2902,2023,KALIMANTAN TENGAH,6204,BARITO SELATAN,11.68,134698,15733
2903,2023,KALIMANTAN TENGAH,6205,BARITO UTARA,13.20,160605,21200
2904,2023,KALIMANTAN TENGAH,6206,SUKAMARA,6.43,66633,4285
2905,2023,KALIMANTAN TENGAH,6207,LAMANDAU,7.13,102103,7280
2906,2023,KALIMANTAN TENGAH,6208,SERUYAN,7.11,171304,12180
2907,2023,KALIMANTAN TENGAH,6209,KATINGAN,7.47,169355,12651
2908,2023,KALIMANTAN TENGAH,6210,PULANG PISAU,10.73,138199,14829
2909,2023,KALIMANTAN TENGAH,6211,GUNUNG MAS,8.24,142835,11770
2910,2023,KALIMANTAN TENGAH,6212,BARITO TIMUR,10.92,117312,12810
2911,2023,KALIMANTAN TENGAH,6213,MURUNG RAYA,8.97,116621,10461
2912,2023,KALIMANTAN TENGAH,6271,KOTA PALANGKARAYA,6.34,305797,19388
2913,2023,KALIMANTAN SELATAN,6301,TANAH LAUT,4.06,360925,14654
2914,2023,KALIMANTAN SELATAN,6302,KOTABARU,4.43,339055,15020
2915,2023,KALIMANTAN SELATAN,6303,BANJAR,5.61,591512,33184
2916,2023,KALIMANTAN SELATAN,6304,BARITO KUALA,6.73,326279,21959
2917,2023,KALIMANTAN SELATAN,6305,TAPIN,4.10,196468,8055
2918,2023,KALIMANTAN SELATAN,6306,HULU SUNGAI SELATAN,6.26,235984,14773
2919,2023,KALIMANTAN SELATAN,6307,HULU SUNGAI TENGAH,5.55,266196,14774
2920,2023,KALIMANTAN SELATAN,6308,HULU SUNGAI UTARA,5.63,234514,13203
2921,2023,KALIMANTAN SELATAN,6309,TABALONG,4.15,263403,10931
2922,2023,KALIMANTAN SELATAN,6310,TANAH BUMBU,2.31,337334,7792
2923,2023,KALIMANTAN SELATAN,6311,BALANGAN,6.04,136115,8221
2924,2023,KALIMANTAN SELATAN,6371,KOTA BANJARMASIN,3.56,666442,23725
2925,2023,KALIMANTAN SELATAN,6372,KOTA BANJARBARU,2.31,268106,6193
2926,2023,KALIMANTAN TIMUR,6401,PASER,11.99,284112,34065
2927,2023,KALIMANTAN TIMUR,6402,KUTAI BARAT,12.63,177127,22371
2928,2023,KALIMANTAN TIMUR,6403,KUTAI KARTANEGARA,10.59,756788,80144
2929,2023,KALIMANTAN TIMUR,6404,KUTAI TIMUR,8.70,455504,39629
2930,2023,KALIMANTAN TIMUR,6405,BERAU,7.86,258293,20302
2931,2023,KALIMANTAN TIMUR,6409,PENAJAM PASER UTARA,16.34,197634,32293
2932,2023,KALIMANTAN TIMUR,6411,MAHAKAM ULU,13.82,33773,4667
2933,2023,KALIMANTAN TIMUR,6471,KOTA BALIKPAPAN,6.98,710035,49560
2934,2023,KALIMANTAN TIMUR,6472,KOTA SAMARINDA,7.87,850629,66945
2935,2023,KALIMANTAN TIMUR,6474,KOTA BONTANG,6.95,185846,12916
2936,2023,KALIMANTAN UTARA,6501,MALINAU,16.44,85533,14062
2937,2023,KALIMANTAN UTARA,6502,BULUNGAN,15.43,158049,24387
2938,2023,KALIMANTAN UTARA,6503,TANA TIDUNG,16.78,27470,4609
2939,2023,KALIMANTAN UTARA,6504,NUNUKAN,19.75,207873,41055
2940,2023,KALIMANTAN UTARA,6571,KOTA TARAKAN,12.82,251085,32189
2941,2023,SULAWESI UTARA,7101,BOLAANG MONGONDOW,6.38,255118,16277
2942,2023,SULAWESI UTARA,7102,MINAHASA,5.42,351922,19074
2943,2023,SULAWESI UTARA,7103,KEPULAUAN SANGIHE,11.12,141975,15788
2944,2023,SULAWESI UTARA,7104,KEPULAUAN TALAUD,7.34,97307,7142
2945,2023,SULAWESI UTARA,7105,MINAHASA SELATAN,9.15,240021,21962
2946,2023,SULAWESI UTARA,7106,MINAHASA UTARA,7.11,231275,16444
2947,2023,SULAWESI UTARA,7107,BOLAANG MONGONDOW UTARA,8.54,86111,7354
2948,2023,SULAWESI UTARA,7108,KEPULAUAN SIAU TAGULANDANG BIARO,8.85,73398,6496
2949,2023,SULAWESI UTARA,7109,MINAHASA TENGGARA,7.35,119350,8772
2950,2023,SULAWESI UTARA,7110,BOLAANG MONGONDOW SELATAN,6.57,72076,4735
2951,2023,SULAWESI UTARA,7111,BOLAANG MONGONDOW TIMUR,6.55,91177,5972
2952,2023,SULAWESI UTARA,7171,KOTA MANADO,4.63,458582,21232
2953,2023,SULAWESI UTARA,7172,KOTA BITUNG,3.91,232444,9089
2954,2023,SULAWESI UTARA,7173,KOTA TOMOHON,3.75,103072,3865
2955,2023,SULAWESI UTARA,7174,KOTA KOTAMOBAGU,4.61,127707,5887
2956,2023,SULAWESI TENGAH,7201,BANGGAI KEPULAUAN,16.56,123420,20438
2957,2023,SULAWESI TENGAH,7202,BANGGAI,9.95,373693,37182
2958,2023,SULAWESI TENGAH,7203,MOROWALI,7.90,170450,13466
2959,2023,SULAWESI TENGAH,7204,POSO,7.36,251654,18522
2960,2023,SULAWESI TENGAH,7205,DONGGALA,11.36,308301,35023
2961,2023,SULAWESI TENGAH,7206,TOLITOLI,13.66,231711,31652
2962,2023,SULAWESI TENGAH,7207,BUOL,8.48,150524,12764
2963,2023,SULAWESI TENGAH,7208,PARIGI MOUTONG,9.92,454697,45106
2964,2023,SULAWESI TENGAH,7209,TOJO UNA UNA,10.78,169002,18218
2965,2023,SULAWESI TENGAH,7210,SIGI,14.11,266656,37625
2966,2023,SULAWESI TENGAH,7211,BANGGAI LAUT,13.42,73100,9810
2967,2023,SULAWESI TENGAH,7212,MOROWALI UTARA,7.10,126049,8949
2968,2023,SULAWESI TENGAH,7271,KOTA PALU,6.00,387493,23250
2969,2023,SULAWESI SELATAN,7301,KEPULAUAN SELAYAR,8.14,141176,11492
2970,2023,SULAWESI SELATAN,7302,BULUKUMBA,10.71,450325,48230
2971,2023,SULAWESI SELATAN,7303,BANTAENG,8.97,203141,18222
2972,2023,SULAWESI SELATAN,7304,JENEPONTO,11.41,414482,47292
2973,2023,SULAWESI SELATAN,7305,TAKALAR,9.71,312811,30374
2974,2023,SULAWESI SELATAN,7306,GOWA,8.42,801108,67453
2975,2023,SULAWESI SELATAN,7307,SINJAI,8.58,267536,22955
2976,2023,SULAWESI SELATAN,7308,MAROS,7.15,407923,29166
2977,2023,SULAWESI SELATAN,7309,PANGKAJENE KEPULAUAN,4.17,355613,14829
2978,2023,SULAWESI SELATAN,7310,BARRU,8.20,187952,15412
2979,2023,SULAWESI SELATAN,7311,BONE,12.55,823079,103296
2980,2023,SULAWESI SELATAN,7312,SOPPENG,13.14,238239,31305
2981,2023,SULAWESI SELATAN,7313,WAJO,6.67,386537,25782
2982,2023,SULAWESI SELATAN,7314,SIDENRENG RAPPANG,6.81,327919,22331
2983,2023,SULAWESI SELATAN,7315,PINRANG,7.10,419338,29773
2984,2023,SULAWESI SELATAN,7316,ENREKANG,7.48,234571,17546
2985,2023,SULAWESI SELATAN,7317,LUWU,7.61,379295,28864
2986,2023,SULAWESI SELATAN,7318,TANA TORAJA,9.67,289451,27990
2987,2023,SULAWESI SELATAN,7322,LUWU UTARA,5.38,333781,17957
2988,2023,SULAWESI SELATAN,7325,LUWU TIMUR,6.85,308532,21134
2989,2023,SULAWESI SELATAN,7326,TORAJA UTARA,6.20,273337,16947
2990,2023,SULAWESI SELATAN,7371,KOTA MAKASSAR,5.18,1454956,75367
2991,2023,SULAWESI SELATAN,7372,KOTA PARE PARE,6.37,158425,10092
2992,2023,SULAWESI SELATAN,7373,KOTA PALOPO,4.35,192763,8385
2993,2023,SULAWESI TENGGARA,7401,BUTON,15.70,120211,18873
2994,2023,SULAWESI TENGGARA,7402,MUNA,13.98,224687,31411
2995,2023,SULAWESI TENGGARA,7403,KONAWE,8.44,269521,22748
2996,2023,SULAWESI TENGGARA,7404,KOLAKA,7.27,245933,17879
2997,2023,SULAWESI TENGGARA,7405,KONAWE SELATAN,12.94,323790,41898
2998,2023,SULAWESI TENGGARA,7406,BOMBANA,9.62,158111,15210
2999,2023,SULAWESI TENGGARA,7407,WAKATOBI,10.65,116447,12402
3000,2023,SULAWESI TENGGARA,7408,KOLAKA UTARA,7.55,145644,10996
3001,2023,SULAWESI TENGGARA,7409,BUTON UTARA,11.70,68954,8068
3002,2023,SULAWESI TENGGARA,7410,KONAWE UTARA,5.56,72254,4017
3003,2023,SULAWESI TENGGARA,7411,KOLAKA TIMUR,11.25,125774,14150
3004,2023,SULAWESI TENGGARA,7412,KONAWE KEPULAUAN,8.79,38996,3428
3005,2023,SULAWESI TENGGARA,7413,MUNA BARAT,14.85,89285,13259
3006,2023,SULAWESI TENGGARA,7414,BUTON TENGAH,17.56,119459,20977
3007,2023,SULAWESI TENGGARA,7415,BUTON SELATAN,11.65,99579,11601
